# ID	Clay	Silt	Sand	bulk_density	OM_content	CEC	pH	k_sat	WC_pF1.0	WC_pF1.5	WC_pF2.0	WC_pF2.3	WC_pF2.7	WC_pF3.5	WC_pF4.2
2671	0.17	0.32	0.51	1.43	0.2	14.7	3.9	156.384	0.318	0.304444444	0.272857143	0.253333333	0.232	0.173333333	-999
2672	0.11	0.37	0.52	1.41	-999	-999	-999	106.272	0.304	0.288888889	0.252857143	0.228333333	0.2	0.126666667	-999
2680	0.17	0.16	0.67	1.14	7	11.4	4.5	578.88	0.288333333	0.288333333	0.2375	0.2375	0.22	0.14	-999
2681	0.4	0.145	0.455	1.51	0.5	19.5	5.7	53.568	0.296666667	0.296666667	0.2725	0.2725	0.26	0.23	-999
2682	0.38	0.1	0.52	1.53	0.3	19.3	5.7	13.046	0.306666667	0.306666667	0.2775	0.2775	0.263333333	0.21	-999
2683	0.35	0.11	0.54	1.6	-999	18.2	5.8	35.51	0.246666667	0.246666667	0.2075	0.2075	0.19	0.16	-999
2690	0.63	0.14	0.23	1.45	21.4	64.7	6.5	12960	0.345	0.345	0.31	0.31	0.31	0.27	-999
2691	0.43	0.155	0.415	1.67	7.7	40.3	7.3	7689.6	0.2575	0.2575	0.216666667	0.216666667	0.216666667	0.19	-999
2700	0.32	0.235	0.445	1.41	3	66.2	7.3	6739.2	0.3625	0.3625	0.31	0.31	0.31	0.27	-999
2701	0.31	0.235	0.455	1.72	7.5	23.8	7.9	8380.8	0.235	0.235	0.2	0.2	0.2	0.17	-999
2710	0.16	0.33	0.51	1.02	5.1	22.1	3.4	129.6	0.22	0.22	0.18	0.163333333	0.144	0.106666667	-999
2711	0.18	0.335	0.485	1.27	0.5	9.7	3.8	36.288	0.255555556	0.255555556	0.215714286	0.195	0.176	0.143333333	-999
2712	0.24	0.31	0.45	1.51	-999	-999	-999	19.2	0.258888889	0.258888889	0.23	0.211666667	0.194	0.156666667	-999
2713	0.22	0.325	0.455	1.66	0.2	15.3	4	6.134	0.267777778	0.267777778	0.247142857	0.236666667	0.226	0.2	-999
2720	0.15	0.325	0.525	1.05	6.8	26.3	3.8	207.36	0.304	0.286666667	0.25	0.228333333	0.208	0.156666667	-999
2721	0.15	0.3	0.55	1.35	0.7	8.2	4.4	44.064	0.282	0.263333333	0.221428571	0.2	0.178	0.13	-999
2722	0.17	0.275	0.555	1.53	0.2	9.7	4.8	9.504	0.274	0.26	0.228571429	0.211666667	0.192	0.146666667	-999
2723	0.15	0.28	0.57	1.56	-999	10.8	4.9	1.642	0.293	0.282222222	0.255714286	0.238333333	0.218	0.173333333	-999
2730	0.15	0.295	0.555	0.91	4.1	23.3	4.1	64.8	0.298888889	0.27375	0.215	0.215	0.184	0.123333333	-999
2731	0.17	0.29	0.54	1.38	0.7	8.4	4.3	34.56	0.302	0.29	0.261428571	0.245	0.228	0.17	-999
2732	0.17	0.285	0.545	1.55	0.2	9.4	4.3	4.32	0.277	0.265555556	0.241428571	0.226666667	0.208	0.17	-999
2740	0.29	0.2	0.51	0.73	9.5	10.4	4.5	501.12	0.366	0.341111111	0.295714286	0.273333333	0.252	0.216666667	-999
2741	0.23	0.225	0.545	0.84	3.5	5.4	4.8	440.6	0.334	0.306666667	0.252857143	0.226666667	0.204	0.166666667	-999
2742	0.24	0.19	0.57	0.75	8.3	7.8	5	596.16	0.328	0.301111111	0.254285714	0.231666667	0.214	0.173333333	-999
2743	0.31	0.21	0.48	0.71	10.3	8.3	5.1	319.68	0.379	0.353333333	0.308571429	0.286666667	0.266	0.23	-999
2750	0.18	0.15	0.67	1.01	4.1	29.4	4.2	190.08	0.361	0.343333333	0.311428571	0.295	0.276	0.23	-999
2751	0.18	0.13	0.69	1.28	1.1	21.9	4.4	25.92	0.357	0.346666667	0.325714286	0.313333333	0.298	0.256666667	-999
2752	0.19	0.155	0.655	1.45	1.1	17.8	4.5	14.947	0.321	0.31	0.285714286	0.27	0.25	0.2	-999
2753	0.17	0.14	0.69	1.42	1	17.1	4.9	4.32	0.318	0.306666667	0.28	0.263333333	0.24	0.183333333	-999
2760	0.05	0.275	0.675	1.13	3.1	29.5	7.1	368.064	0.362	0.352222222	0.332857143	0.321666667	0.308	0.266666667	-999
2761	0.05	0.27	0.68	1.28	1.5	18.8	7.2	204.768	0.277	0.26	0.227142857	0.208333333	0.186	0.136666667	-999
2762	0.05	0.15	0.8	1.26	0.6	9.9	7.2	786.24	0.197	0.175555556	0.137142857	0.121666667	0.108	0.08	-999
2763	0.02	0.105	0.875	1.26	0.5	-999	7	389.664	0.166	0.137777778	0.087142857	0.078333333	0.07	0.05	-999
2764	0.03	0.14	0.83	1.32	0.8	3.7	7.3	190.944	0.204	0.176666667	0.124285714	0.108333333	0.094	0.073333333	-999
2765	0.02	0.19	0.79	1.29	0.7	9.7	7.4	21.082	0.247	0.226666667	0.18	0.156666667	0.136	0.093333333	-999
3000	0.1	0.13	0.77	1.58	1.09	-999	-999	-999	0.3425	0.3425	0.336666667	0.336666667	0.32	-999	-999
3010	0.03	0.243333333	0.726666667	1.28	2.68	-999	-999	-999	0.335	0.335	0.32	0.32	0.3	-999	-999
3020	0.001	0.065666667	0.933333333	1.21	0.6	-999	-999	-999	0.2225	0.2225	0.2	0.2	0.19	-999	-999
3030	0.41	0.446666667	0.143333333	1.32	-999	-999	-999	-999	0.517777778	0.5125	0.503333333	0.4975	0.49	-999	-999
3031	0.33	0.266666667	0.403333333	1.07	-999	-999	-999	-999	0.41	0.404	0.39375	0.386666667	0.38	-999	-999
3032	0.34	0.146666667	0.513333333	1.21	-999	-999	-999	-999	0.413636364	0.406	0.39125	0.38	0.37	-999	-999
3033	0.33	0.243333333	0.426666667	1.32	-999	-999	-999	-999	0.362727273	0.347	0.32375	0.311666667	0.303333333	-999	-999
3050	0.02	0.083333333	0.896666667	1.693	-999	-999	-999	19.475	0.387	0.354615385	-999	-999	-999	-999	-999
3090	0.39	0.303333333	0.306666667	1.4	3.85	28.01	7.5	19.5	0.176	0.176	0.13375	0.13375	0.091666667	0.066	0.066
3091	0.4	0.3	0.3	1.43	3.02	27.36	8	15.4	0.076	0.076	0.076	0.076	0.076	0.076	0.076
3100	0.3	0.313333333	0.386666667	1.14	4	33.9	7.6	168	0.5	0.456666667	0.39	0.39	-999	-999	-999
3101	0.34	0.306666667	0.353333333	1.33	4.3	31.7	7.7	55.8	0.542	0.49	0.443333333	0.443333333	0.38	-999	-999
3102	0.34	0.28	0.38	1.3	2.88	31	8.1	109	0.406666667	0.374	0.313333333	0.313333333	0.28	-999	-999
3103	0.33	0.33	0.34	1.37	1.8	27.5	8.3	-999	0.403333333	0.37	0.3	0.3	0.26	-999	-999
3110	0.3	0.316666667	0.383333333	1.35	4.27	33.9	7.7	91	0.478333333	0.464	0.423333333	0.423333333	0.38	-999	-999
3111	0.34	0.32	0.34	1.31	3.84	32.1	7.8	98	0.476666667	0.46	0.42	0.42	0.38	-999	-999
3112	0.33	0.313333333	0.356666667	1.3	3.08	31.3	7.8	109	0.465	0.444	0.39	0.39	0.3	-999	-999
3113	0.33	0.33	0.34	1.38	2.5	28.6	8	-999	0.388333333	0.36	0.296666667	0.296666667	0.26	-999	-999
3120	0.43	0.225	0.345	1.4	0.8	16	6.5	3.5	0.41	0.385714286	0.2675	0.2675	0.226666667	0.16	-999
3130	0.03	0.04	0.93	1.5	1.2	-999	7.1	-999	0.217	0.19	0.138	0.1275	0.11	-999	-999
3131	0.05	0.046666667	0.903333333	1.58	1	-999	6.8	-999	0.213636364	0.198	0.13	0.12	0.11	-999	-999
3132	0.04	0.023333333	0.936666667	1.51	0.29	-999	6.9	-999	0.114	0.095555556	0.066	0.0625	0.06	-999	-999
3133	0.02	0.026666667	0.953333333	1.61	0.06	-999	7.1	-999	-999	-999	-999	-999	-999	-999	-999
3134	0.02	0.013333333	0.966666667	1.59	0.08	-999	7	-999	-999	-999	-999	-999	-999	-999	-999
3140	0.04	0.033333333	0.926666667	1.58	0.64	-999	7.3	-999	-999	-999	-999	-999	-999	-999	-999
3141	0.03	0.026666667	0.943333333	1.58	0.31	-999	7.1	-999	0.158	0.14	0.098	0.09	0.08	-999	-999
3142	0.03	0.013333333	0.956666667	1.56	0.31	-999	7.2	-999	0.137	0.114444444	0.08	0.0725	0.06	-999	-999
3143	0.03	0.013333333	0.956666667	1.49	0.08	-999	7.3	-999	0.112	0.087777778	0.056	0.0525	0.05	-999	-999
3144	0.01	0.02	0.97	1.57	0.04	-999	7.6	-999	0.123	0.1	0.068	0.0625	0.06	-999	-999
3150	0.1	0.023333333	0.876666667	1.42	1.5	-999	6.8	-999	0.261818182	0.248	0.17	0.156666667	0.14	-999	-999
3151	0.05	0.043333333	0.906666667	1.5	1.5	-999	7.3	-999	0.215	0.194444444	0.142	0.12	0.11	-999	-999
3152	0.04	0.056666667	0.903333333	1.44	0.87	-999	7.2	-999	0.189090909	0.173	0.11	0.1	0.09	-999	-999
3153	0.03	0.043333333	0.926666667	1.51	0.47	-999	7.3	-999	0.148	0.122222222	0.084	0.073333333	0.07	-999	-999
3154	0.04	0.026666667	0.933333333	1.53	0.39	-999	7.4	-999	0.151	0.125555556	0.08	0.066666667	0.06	-999	-999
3155	0.03	0.023333333	0.946666667	1.53	0.16	-999	7.4	-999	0.122	0.096666667	0.068	0.063333333	0.06	-999	-999
3160	0.04	0.053333333	0.906666667	1.37	1.22	-999	7.7	-999	0.250909091	0.225	0.14	0.13	0.12	-999	-999
3161	0.05	0.05	0.9	1.38	1.16	-999	7.6	-999	0.241818182	0.217	0.1225	0.113333333	0.1	-999	-999
3162	0.03	0.043333333	0.926666667	1.49	0.43	-999	7.8	-999	0.194545455	0.175	0.0925	0.083333333	0.08	-999	-999
3163	0.02	0.046666667	0.933333333	1.49	0.23	-999	7.8	-999	0.209230769	0.176363636	0.092	0.076666667	0.07	-999	-999
3164	0.02	0.03	0.95	1.56	0.16	-999	7.9	-999	0.193636364	0.175	0.0825	0.076666667	0.07	-999	-999
3165	0.03	0.036666667	0.933333333	1.6	0.08	-999	8	-999	0.196153846	0.164545455	0.1	0.086666667	0.08	-999	-999
3170	0.05	0.063333333	0.886666667	1.32	1.1	-999	7.9	-999	0.206923077	0.177272727	0.116	0.1	0.09	-999	-999
3171	0.05	0.05	0.9	1.59	0.6	-999	-999	-999	0.205454545	0.191	0.1025	0.093333333	0.09	-999	-999
3172	0.04	0.023333333	0.936666667	1.53	0.16	-999	8.2	-999	0.190909091	0.174	0.09	0.083333333	0.08	-999	-999
3173	0.04	0.02	0.94	1.55	0.12	-999	8.2	-999	0.212307692	0.191818182	0.12	0.1	0.09	-999	-999
3174	0.002	0.035333333	0.962666667	1.61	0.04	-999	7.9	-999	0.246923077	0.227272727	0.158	0.136666667	0.13	-999	-999
3175	0.002	0.010666667	0.987333333	1.54	0.04	-999	7.9	-999	0.072727273	0.048	0.0325	0.03	0.03	-999	-999
3180	0.2	0.086666667	0.713333333	1.52	0.75	-999	8.2	-999	0.311	0.28625	0.25	-999	-999	-999	-999
3181	0.06	0.023333333	0.916666667	1.72	0.04	-999	8.6	-999	0.213846154	0.179090909	0.092	0.08	0.07	-999	-999
3182	0.02	0.03	0.95	1.55	0.04	-999	8.2	-999	0.170769231	0.137272727	0.1	0.09	0.08	-999	-999
3183	0.01	0.026666667	0.963333333	1.43	0.04	-999	7.8	-999	0.139090909	0.116	0.0775	0.073333333	0.07	-999	-999
3190	0.16	0.183333333	0.656666667	1.41	1.74	-999	7.7	-999	0.387	0.37	0.318	0.286666667	0.27	-999	-999
3191	0.16	0.183333333	0.656666667	1.4	1.68	-999	7.8	-999	0.363	0.346666667	0.298	0.27	0.25	-999	-999
3192	0.16	0.2	0.64	1.44	0.75	-999	7.8	-999	0.366	0.354444444	0.316	0.29	0.26	-999	-999
3193	0.13	0.243333333	0.626666667	1.32	0.58	-999	7.9	-999	0.332	0.325555556	0.292	0.263333333	0.25	-999	-999
3194	0.08	0.243333333	0.676666667	1.5	0.12	-999	8.2	-999	0.328	0.318888889	0.288	0.26	0.24	-999	-999
3195	0.07	0.243333333	0.686666667	1.47	0.04	-999	8.2	-999	0.25	0.243333333	0.22	0.203333333	0.18	-999	-999
3200	0.15	0.09	0.76	1.27	2.3	-999	8.2	-999	0.329230769	0.277	0.221666667	0.2025	0.18	-999	-999
3201	0.15	0.073333333	0.776666667	1.74	0.94	-999	8.6	-999	0.304615385	0.288	0.258333333	0.2425	0.22	-999	-999
3202	0.22	0.07	0.71	1.7	0.27	-999	8.6	-999	0.283076923	0.261	0.228333333	0.2125	0.19	-999	-999
3203	0.1	0.053333333	0.846666667	1.7	0.27	-999	8.6	-999	0.258461538	0.234	0.19	0.1725	0.15	-999	-999
3204	0.08	0.08	0.84	1.67	0.07	-999	8.1	-999	0.238461538	0.216	0.181666667	0.1675	0.15	-999	-999
3205	0.08	0.063333333	0.856666667	1.62	0.13	-999	8.5	-999	0.1975	0.19	0.165714286	0.154	0.15	-999	-999
3206	0.01	0.023333333	0.966666667	1.69	0.13	-999	8.2	-999	0.212	0.2	0.172	0.153333333	0.14	-999	-999
3210	0.16	0.25	0.59	1.66	3	-999	7.9	-999	0.428461538	0.419	0.395	0.3775	0.35	-999	-999
3211	0.14	0.226666667	0.633333333	1.48	1.5	-999	7.8	-999	0.368461538	0.348	0.311666667	0.2875	0.25	-999	-999
3212	0.27	0.353333333	0.376666667	1.35	0.94	-999	7.8	-999	0.354615385	0.334	0.305	0.29	0.27	-999	-999
3213	0.13	0.39	0.48	1.4	0.4	-999	7.9	-999	0.453846154	0.435	0.403333333	0.3825	0.36	-999	-999
3214	0.11	0.486666667	0.403333333	1.37	0.235	-999	7.9	-999	0.520769231	0.499	0.47	0.45	0.41	-999	-999
3220	0.18	0.253333333	0.566666667	1.33	5.2	-999	8	-999	0.338461538	0.324	0.301666667	0.29	0.27	-999	-999
3221	0.19	0.243333333	0.566666667	1.51	1	-999	8	-999	0.300769231	0.267	0.235	0.22	0.2	-999	-999
3222	0.25	0.333333333	0.416666667	1.46	0.74	-999	8.1	-999	0.363846154	0.345	0.323333333	0.3125	0.3	-999	-999
3223	0.19	0.423333333	0.386666667	1.42	0.6	-999	8.1	-999	0.42	0.404	0.383333333	0.3725	0.35	-999	-999
3224	0.15	0.463333333	0.386666667	1.35	0.47	-999	8.2	-999	0.449230769	0.43	0.403333333	0.385	0.34	-999	-999
3225	0.17	0.473333333	0.356666667	1.27	0.74	-999	7.9	-999	0.428461538	0.406	0.385	0.3725	0.35	-999	-999
3232	0.007	0.0006	0.9924	1.65	0.9	0.9	4.5	-999	-999	-999	-999	-999	-999	-999	-999
3240	0.24	0.37	0.39	1.45	-999	-999	-999	1.84	0.362857143	0.345	0.3	0.3	0.28	-999	-999
3241	0.27	0.365	0.365	1.39	-999	-999	-999	2.29	0.347777778	0.325	0.271666667	0.271666667	0.25	0.2	-999
3242	0.2	0.395	0.405	1.41	-999	-999	-999	31.3	0.324444444	0.30375	0.256666667	0.256666667	0.238	0.195	-999
3243	0.17	0.405	0.425	1.49	-999	-999	-999	6.99	0.351111111	0.32625	0.275	0.275	0.254	0.205	-999
3250	0.18	0.405	0.415	1.47	-999	-999	-999	1.51	0.388333333	0.36	0.28	0.28	0.245	-999	-999
3251	0.29	0.35	0.36	1.44	-999	-999	-999	2.74	0.381428571	0.361666667	0.3225	0.3225	0.3	0.26	-999
3252	0.22	0.385	0.395	1.46	-999	-999	-999	0.144	0.36	0.343333333	0.3	0.3	0.273333333	0.24	-999
3253	0.2	0.4	0.4	1.48	-999	-999	-999	1.476	0.355714286	0.333333333	0.28	0.28	0.246666667	0.21	-999
3260	0.09	0.395	0.515	1.35	-999	-999	-999	10.8	0.257142857	0.225	0.15	0.15	0.12	0.1	-999
3261	0.09	0.345	0.565	1.43	-999	-999	-999	32	0.245714286	0.211666667	0.13	0.13	0.1	0.09	-999
3262	0.1	0.345	0.555	1.36	-999	-999	-999	35.3	0.228571429	0.198333333	0.125	0.125	0.096666667	0.08	-999
3263	0.1	0.32	0.58	1.37	-999	-999	-999	54	0.26	0.231666667	0.16	0.16	0.126666667	0.11	-999
3264	0.13	0.38	0.49	1.38	-999	-999	-999	58.1	0.304285714	0.273333333	0.195	0.195	0.156666667	0.14	-999
3281	0.48	0.125	0.395	1.61	-999	-999	-999	13.5	0.271666667	0.271666667	0.25	0.25	0.236666667	0.2	-999
3282	0.54	0.12	0.34	1.57	-999	-999	-999	3	0.316666667	0.316666667	0.295	0.295	0.283333333	0.25	-999
3283	0.32	0.18	0.5	1.64	-999	-999	-999	-999	0.288333333	0.288333333	0.2625	0.2625	0.246666667	0.21	-999
3290	0.1	0.09	0.81	1.44	2.4	-999	-999	320	0.236666667	0.21	0.166666667	0.135	0.07	0.07	-999
3291	0.1	0.085	0.815	1.55	1.9	-999	-999	103	0.235	0.214	0.17	0.135	0.07	0.07	-999
3292	0.23	0.085	0.685	1.56	0.5	-999	-999	1092.7	0.233333333	0.222	0.2	0.18	0.13	0.13	-999
3293	0.26	0.055	0.685	1.61	0.4	-999	-999	203	0.265	0.254	0.226666667	0.2	0.15	0.15	-999
3300	0.1	0.075	0.825	1.51	2.3	-999	-999	105	0.25	0.23	0.186666667	0.155	0.08	0.08	-999
3301	0.12	0.07	0.81	1.63	1.7	-999	-999	31.7	0.24	0.222	0.18	0.145	0.08	0.08	-999
3302	0.2	0.065	0.735	1.59	0.3	-999	-999	95.9	0.265	0.25	0.216666667	0.19	0.13	0.13	-999
3303	0.18	0.075	0.745	1.62	0.2	-999	-999	50.8	0.263333333	0.25	0.216666667	0.19	0.13	0.13	-999
3310	0.11	0.06	0.83	1.53	2.6	-999	-999	115	0.266666667	0.246	0.2	0.165	0.09	0.09	-999
3311	0.12	0.06	0.82	1.58	1.6	-999	-999	289	0.241666667	0.222	0.18	0.15	0.09	0.09	-999
3312	0.24	0.06	0.7	1.43	0.6	-999	-999	624	0.268333333	0.25	0.216666667	0.19	0.13	0.13	-999
3313	0.22	0.065	0.715	1.53	0.5	-999	-999	195	0.26	0.242	0.213333333	0.19	0.14	0.14	-999
3320	0.07	0.055	0.875	1.53	2.5	-999	-999	148	0.265	0.246	0.193333333	0.15	0.07	0.07	-999
3321	0.07	0.055	0.875	1.489	2.1	-999	-999	104	0.246666667	0.222	0.163333333	0.125	0.06	0.06	-999
3322	0.13	0.05	0.82	1.58	0.3	-999	-999	474	0.195	0.176	0.14	0.115	0.07	0.07	-999
3323	0.1	0.05	0.85	1.76	0.2	-999	-999	64.9	0.191666667	0.178	0.146666667	0.12	0.06	0.06	-999
3330	0.04	0.02	0.94	1.51	2.3	-999	-999	461	0.176666667	0.142	0.106666667	0.085	0.05	0.05	-999
3331	0.03	0.01	0.96	1.47	0.6	-999	-999	1530	0.113333333	0.066	0.046666667	0.035	0.02	0.02	-999
3332	0.02	0.005	0.975	1.509	0.3	-999	-999	2234	0.086666667	0.04	0.026666667	0.02	0.01	0.01	-999
3340	0.01	0.005	0.985	1.41	0.885	-999	4.183	-999	0.11472	0.069882353	0.038285714	0.016	0.016	0.014	0.008
3380	0.12	0	0.88	1.402	0.91	-999	6.2	-999	0.254117647	0.238	0.21	0.19	0.18	0.11	-999
3381	0.13	0	0.87	1.452	0.8	-999	6.3	-999	0.358571429	0.353333333	0.33	-999	-999	-999	-999
3390	0.14	0	0.86	1.423	1.01	-999	6.9	-999	0.295384615	0.27	0.24	0.23	0.21	-999	-999
3391	0.17	0	0.83	1.442	0.57	-999	6.5	-999	0.365	0.355	-999	-999	-999	-999	-999
3392	0.23	0	0.77	1.481	0.35	-999	-999	-999	0.285	0.277272727	0.26	0.25	0.23	0.2	-999
3393	0.26	0	0.74	1.561	0.28	-999	-999	-999	0.284	0.276666667	0.26875	0.26	0.25	0.22	-999
3395	0.18	0	0.82	1.709	0.34	-999	-999	-999	0.275	0.269230769	0.249	0.24	0.23	0.18	-999
4000	0.01	0.0225	0.9675	1.46	1.62	-999	-999	95.8	0.115	0.074	0.0575	0.043333333	0.043333333	0.03	-999
4001	0.01	0.0075	0.9825	1.62	0.53	-999	-999	52.5	0.098571429	0.065	0.046	0.0325	0.0325	0.02	-999
4010	0.06	0.0575	0.8825	1.44	1.85	-999	-999	35	0.1575	0.122857143	0.091666667	0.084	0.084	0.07	-999
4011	0.06	0.0575	0.8825	1.43	1.26	-999	-999	18.8	0.14125	0.111428571	0.088333333	0.076	0.076	0.055	-999
4020	0.03	0.0325	0.9375	1.32	1.94	-999	-999	214	0.155	0.116	0.0975	0.083333333	0.083333333	0.07	-999
4021	0.02	0.035	0.945	1.44	0.54	-999	-999	164	0.115	0.072	0.05	0.036666667	0.036666667	0.03	-999
4030	0.12	0.255	0.625	1.49	1.46	-999	-999	4.1	0.258333333	0.232	0.2	0.17	0.17	0.11	-999
4031	0.11	0.135	0.755	1.48	1.42	-999	-999	5.44	0.235	0.208	0.175	0.15	0.15	0.1	-999
4032	0.13	0.265	0.605	1.5	0.44	-999	-999	13.6	0.218333333	0.194	0.1625	0.136666667	0.136666667	0.08	-999
4033	0.24	0.26	0.5	1.52	0.18	-999	-999	143	0.301666667	0.286	0.2675	0.246666667	0.246666667	0.17	-999
4040	0.1	0.2325	0.6675	1.54	1.58	-999	-999	442	0.258333333	0.236	0.2075	0.173333333	0.173333333	0.1	-999
4041	0.11	0.23	0.66	1.54	0.73	-999	-999	24.1	0.238333333	0.212	0.1775	0.146666667	0.146666667	0.09	-999
4042	0.11	0.25	0.64	1.5	0.34	-999	-999	138	0.255	0.232	0.2025	0.156666667	0.156666667	0.08	-999
4043	0.17	0.2125	0.6175	1.53	0.46	-999	-999	123	0.2475	0.228571429	0.206666667	0.18	0.18	0.12	-999
4050	0.02	0.05	0.93	1.27	3.26	-999	-999	231	0.165714286	0.125	0.102	0.085	0.085	0.06	-999
4051	0.02	0.0225	0.9575	1.44	0.65	-999	-999	338.7	0.1	0.048	0.035	0.03	0.03	0.02	-999
4052	0.02	0.02	0.96	1.6	0.18	-999	-999	121.7	0.106666667	0.072	0.0475	0.026666667	0.026666667	0.01	-999
4060	0.03	0.025	0.945	1.49	2.59	-999	-999	3	0.21	0.178	0.1475	0.113333333	0.113333333	0.06	-999
4061	0.03	0.0025	0.9675	1.68	0.36	-999	-999	30.9	0.096666667	0.062	0.0425	0.03	0.03	0.02	-999
4062	0.05	0.0325	0.9175	1.68	0.32	-999	-999	13	0.136666667	0.11	0.0875	0.066666667	0.066666667	0.03	-999
4070	0.1	0.1925	0.7075	1.51	1.49	-999	-999	29.1	0.258333333	0.232	0.1975	0.156666667	0.156666667	0.09	-999
4071	0.09	0.2525	0.6575	1.47	0.42	-999	-999	92.9	0.268333333	0.244	0.215	0.173333333	0.173333333	0.09	-999
4080	0.15	0.2675	0.5825	1.44	1.6	-999	-999	318	0.278333333	0.258	0.2325	0.196666667	0.196666667	0.11	-999
4081	0.17	0.2725	0.5575	1.51	0.5	-999	-999	-999	0.266666667	0.248	0.2225	0.19	0.19	0.12	-999
4082	0.15	0.29	0.56	1.49	0.2	-999	-999	90.1	0.271666667	0.25	0.2225	0.186666667	0.186666667	0.11	-999
4090	0.11	0.2825	0.6075	1.49	0.96	-999	-999	21.89	0.258333333	0.234	0.2025	0.156666667	0.156666667	0.08	-999
4091	0.13	0.3	0.57	1.43	0.32	-999	-999	821.5	0.236666667	0.216	0.19	0.156666667	0.156666667	0.1	-999
4092	0.16	0.28	0.56	1.47	0.31	-999	-999	864	0.265	0.246	0.22	0.183333333	0.183333333	0.11	-999
4100	0.11	0.1475	0.7425	1.64	1.53	-999	-999	37.3	0.27	0.254	0.2325	0.2	0.2	0.12	-999
4101	0.16	0.1675	0.6725	1.5	0.77	-999	-999	9.28	0.273333333	0.258	0.24	0.22	0.22	0.15	-999
4102	0.18	0.165	0.655	1.53	0.44	-999	-999	106	0.276666667	0.264	0.2475	0.226666667	0.226666667	0.16	-999
4110	0.11	0.1325	0.7575	1.51	1.35	-999	-999	240.6	0.28	0.262	0.24	0.206666667	0.206666667	0.13	-999
4111	0.12	0.15	0.73	1.66	1.29	-999	-999	2.5	0.273333333	0.258	0.2375	0.206666667	0.206666667	0.13	-999
4112	0.15	0.11	0.74	1.48	0.31	-999	-999	46.7	0.241666667	0.214	0.185	0.163333333	0.163333333	0.11	-999
4120	0.5	0.1975	0.3025	1.24	2.58	-999	-999	50.8	0.39	0.374	0.355	0.33	0.33	0.28	-999
4121	0.53	0.235	0.235	1.11	1.39	-999	-999	53.19	0.435	0.418	0.3975	0.366666667	0.366666667	0.29	-999
4130	0.05	0.0475	0.9025	1.48	2.67	-999	-999	60.09	0.2	0.168	0.1325	0.096666667	0.096666667	0.07	-999
4131	0.04	0.005	0.955	1.61	0.45	-999	-999	10.99	0.158333333	0.126	0.09	0.056666667	0.056666667	0.02	-999
4132	0.06	0.015	0.925	1.71	0.14	-999	-999	79.79	0.111666667	0.072	0.0375	0.03	0.03	0.02	-999
4140	0.03	0.0325	0.9375	1.36	2.2	-999	-999	451	0.188333333	0.15	0.125	0.1	0.1	0.07	-999
4141	0.03	0.02	0.95	1.39	0.98	-999	-999	372	0.145	0.108	0.0875	0.063333333	0.063333333	0.03	-999
4142	0.01	0.015	0.975	1.63	0.18	-999	-999	175	0.09	0.048	0.0275	0.02	0.02	0.01	-999
4150	0.03	0.03	0.94	1.39	3.89	-999	-999	153	0.218333333	0.186	0.1625	0.133333333	0.133333333	0.08	-999
4151	0.03	0.015	0.955	1.62	0.88	-999	-999	110	0.153333333	0.12	0.1	0.073333333	0.073333333	0.03	-999
4152	0.03	0.01	0.96	1.69	0.2	-999	-999	83.6	0.13	0.094	0.065	0.043333333	0.043333333	0.02	-999
4160	0.11	0.0825	0.8075	1.7	1.07	-999	-999	1.06	0.205	0.19	0.1675	0.14	0.14	0.11	-999
4161	0.11	0.09	0.8	1.62	0.56	-999	-999	5.42	0.206666667	0.18	0.155	0.13	0.13	0.1	-999
4162	0.19	0.07	0.74	1.52	0.07	-999	-999	37.7	0.275	0.25	0.2225	0.186666667	0.186666667	0.13	-999
4170	0.11	0.08	0.81	1.46	0.92	-999	-999	47.3	0.228333333	0.202	0.1725	0.136666667	0.136666667	0.1	-999
4171	0.11	0.09	0.8	1.48	0.33	-999	-999	49.09	0.225	0.2	0.1725	0.136666667	0.136666667	0.1	-999
4172	0.19	0.07	0.74	1.59	0.26	-999	-999	32.3	0.225	0.198	0.165	0.13	0.13	0.09	-999
4180	0.11	0.1975	0.6925	1.53	1.86	-999	-999	755.5	0.24	0.214	0.18	0.133333333	0.133333333	0.08	-999
4181	0.13	0.21	0.66	1.45	0.47	-999	-999	48.6	0.22	0.194	0.1625	0.12	0.12	0.07	-999
4182	0.13	0.215	0.655	1.49	0.37	-999	-999	60.6	0.236666667	0.212	0.1825	0.143333333	0.143333333	0.09	-999
4183	0.21	0.17	0.62	1.6	0.27	-999	-999	358.9	0.273333333	0.258	0.24	0.216666667	0.216666667	0.17	-999
4190	0.43	0.165	0.405	1.23	-999	29.3	-999	-999	0.418	0.41	0.38	-999	-999	-999	-999
4191	0.43	0.165	0.405	1.229	-999	29.3	-999	-999	0.405	0.405	-999	-999	-999	-999	-999
4192	0.43	0.165	0.405	1.229	-999	29.3	-999	-999	0.41	0.41	-999	-999	-999	-999	-999
4193	0.43	0.165	0.405	1.229	-999	29.3	-999	-999	0.41	0.41	-999	-999	-999	-999	-999
4194	0.43	0.165	0.405	1.226	-999	29.3	-999	-999	0.415	0.415	-999	-999	-999	-999	-999
4195	0.43	0.165	0.405	1.227	-999	29.3	-999	-999	0.41	0.41	-999	-999	-999	-999	-999
4200	0.43	0.165	0.405	1.175	-999	29.3	-999	-999	0.38	0.38	-999	-999	-999	-999	-999
