# ID	Clay	Silt	Sand	bulk_density	OM_content	CEC	pH	k_sat	WC_pF1.0	WC_pF1.5	WC_pF2.0	WC_pF2.3	WC_pF2.7	WC_pF3.5	WC_pF4.2
4201	0.43	0.165	0.405	1.173	-999	29.3	-999	-999	0.39	0.39	-999	-999	-999	-999	-999
4202	0.43	0.165	0.405	1.169	-999	29.3	-999	-999	0.395	0.395	-999	-999	-999	-999	-999
4203	0.43	0.165	0.405	1.166	-999	29.3	-999	-999	0.405	0.405	-999	-999	-999	-999	-999
4204	0.43	0.165	0.405	1.163	-999	29.3	-999	-999	0.425	0.425	-999	-999	-999	-999	-999
4210	0.43	0.165	0.405	1.186	-999	29.3	-999	-999	0.47	0.46	0.45	-999	-999	-999	-999
4211	0.43	0.165	0.405	1.188	-999	29.3	-999	-999	0.405	0.405	-999	-999	-999	-999	-999
4212	0.43	0.165	0.405	1.182	-999	29.3	-999	-999	0.42	0.42	-999	-999	-999	-999	-999
4213	0.43	0.165	0.405	1.17	-999	29.3	-999	-999	0.455	0.43	-999	-999	-999	-999	-999
4220	0.18	0.08	0.74	1.49	-999	13.1	-999	-999	0.275	0.275	0.24	-999	-999	-999	-999
4221	0.18	0.08	0.74	1.49	-999	13.1	-999	-999	0.28	0.28	0.24	-999	-999	-999	-999
4222	0.18	0.08	0.74	1.49	-999	13.1	-999	-999	0.29	0.29	0.25	-999	-999	-999	-999
4223	0.18	0.08	0.74	1.492	-999	13.1	-999	-999	0.295	0.295	0.25	-999	-999	-999	-999
4224	0.18	0.08	0.74	1.489	-999	13.1	-999	-999	0.29	0.29	0.25	-999	-999	-999	-999
4230	0.18	0.08	0.74	1.494	-999	13.1	-999	-999	0.245	0.245	-999	-999	-999	-999	-999
4231	0.18	0.08	0.74	1.494	-999	13.1	-999	-999	0.26	0.26	-999	-999	-999	-999	-999
4232	0.18	0.08	0.74	1.495	-999	13.1	-999	-999	0.265	0.265	-999	-999	-999	-999	-999
4233	0.18	0.08	0.74	1.497	-999	13.1	-999	-999	0.27	0.27	-999	-999	-999	-999	-999
4234	0.18	0.08	0.74	1.51	-999	13.1	-999	-999	0.293333333	0.293333333	0.26	-999	-999	-999	-999
4450	0.27	0.356666667	0.373333333	1.32	1.7	-999	-999	1.2	0.266285714	0.259677419	0.242380952	0.23	0.208571429	0.165	-999
4460	0.25	0.076666667	0.673333333	1.652	-999	-999	-999	367	-999	-999	-999	-999	-999	-999	-999
4470	0.12	0.1375	0.7425	1.7	-999	-999	-999	430	-999	-999	-999	-999	-999	-999	-999
4480	0.02	0.025	0.955	1.6	0.4	-999	-999	120	-999	-999	-999	-999	-999	-999	-999
4490	0.01	0.013333333	0.976666667	1.5	-999	-999	-999	276	-999	-999	-999	-999	-999	-999	-999
4500	0.1	0.063333333	0.836666667	1.65	-999	-999	-999	150	-999	-999	-999	-999	-999	-999	-999
4510	0.1	0.086	0.814	1.533	0.95	-999	5.12	-999	0.327142857	0.299	0.1775	0.116666667	0.116666667	0.075	0.02
4511	0.1	0.086	0.814	1.55	0.95	-999	5.12	-999	0.384545455	0.377142857	0.36	-999	-999	-999	-999
4512	0.1	0.086	0.814	1.55	0.95	-999	5.12	-999	0.384545455	0.377142857	0.36	-999	-999	-999	-999
4514	0.1	0.086	0.814	1.55	0.95	-999	5.12	-999	0.384545455	0.377142857	0.36	-999	-999	-999	-999
4520	0.007	0.0006	0.9924	1.43	0.27	-999	4.76	-999	0.125909091	0.080555556	0.025	0.018333333	0.018333333	0.0125	0.005
4521	0.007	0.0006	0.9924	1.43	0.27	-999	4.76	-999	0.125909091	0.080555556	0.025	0.018333333	0.018333333	0.0125	0.005
4522	0.007	0.0006	0.9924	1.43	0.27	-999	4.76	-999	0.135	0.091666667	0.025	0.018333333	0.018333333	0.0125	0.005
4523	0.007	0.0006	0.9924	1.55	0.27	-999	4.76	-999	0.135	0.091666667	0.025	0.018333333	0.018333333	0.0125	0.005
4530	0.26	0.186	0.554	1.49	2.09	-999	7.52	-999	0.315	0.293333333	0.244	0.183333333	0.183333333	0.125	0.04
4531	0.26	0.186	0.554	1.49	2.09	-999	7.52	-999	0.315	0.293333333	0.244	0.183333333	0.183333333	0.125	0.04
4532	0.26	0.186	0.554	1.49	2.09	-999	7.52	-999	0.315	0.293333333	0.244	0.183333333	0.183333333	0.125	0.04
4533	0.26	0.186	0.554	1.49	2.09	-999	7.52	-999	0.315	0.293333333	0.244	0.183333333	0.183333333	0.125	0.04
4550	0.35	0.28	0.37	1.5	0.94	11.65	6.6	-999	0.168571429	0.138333333	0.115	0.11	0.105	-999	-999
4551	0.39	0.27	0.34	1.7	0.69	12.98	6.69	-999	0.197142857	0.178333333	0.1575	0.15	0.15	-999	-999
4552	0.3	0.316666667	0.383333333	1.7	0.62	24.44	7.06	-999	0.151428571	0.133333333	0.115	0.113333333	0.11	-999	-999
4553	0.23	0.356666667	0.413333333	1.6	0.3	-999	7.35	-999	0.208571429	0.203333333	0.2	0.2	0.2	-999	-999
4560	0.35	0.28	0.37	1.34	2.72	13.48	7.15	-999	0.338571429	0.318333333	0.2825	0.273333333	0.27	-999	-999
4561	0.39	0.27	0.34	1.4	1.55	15.65	6.94	-999	0.312857143	0.31	0.3025	0.3	0.3	-999	-999
4562	0.23	0.356666667	0.413333333	1.6	-999	11.81	7.87	-999	0.267142857	0.26	0.2525	0.25	0.25	-999	-999
4564	0.23	0.326666667	0.443333333	1.6	-999	-999	7.97	-999	0.297142857	0.286666667	0.2675	0.26	0.255	-999	-999
4570	0.07	0.373333333	0.556666667	1.39	4.3	23.2	5.7	28	0.311428571	0.301666667	0.2775	0.263333333	0.25	-999	-999
4571	0.07	0.343333333	0.586666667	1.54	0.6	6.4	5.2	-999	0.3	0.288333333	0.26	0.243333333	0.23	-999	-999
4572	0.14	0.326666667	0.533333333	1.49	0.2	20.4	5	-999	0.268571429	0.256666667	0.2325	0.226666667	0.22	-999	-999
4573	0.24	0.273333333	0.486666667	1.58	0.5	20.6	4.9	-999	0.261428571	0.258333333	0.2525	0.25	0.245	-999	-999
4574	0.22	0.283333333	0.496666667	1.61	-999	20.8	4.8	-999	0.255714286	0.25	0.24	0.233333333	0.245	-999	-999
4575	0.2	0.173333333	0.626666667	1.68	-999	-999	-999	-999	0.355714286	0.351666667	0.345	0.34	0.335	-999	-999
4580	0.06	0.066666667	0.873333333	1.45	1.34	6.57	7.4	570	0.106666667	0.106666667	0.0675	0.0675	0.06	-999	-999
4581	0.06	0.076666667	0.863333333	1.62	0.74	6.45	7.2	520	0.1	0.1	0.065	0.065	0.055	-999	-999
4582	0.15	0.096666667	0.753333333	1.7	0.42	11.06	6.8	400	0.118333333	0.118333333	0.09	0.09	0.075	-999	-999
4583	0.04	0.03	0.93	1.65	-999	7.47	7.2	600	0.061666667	0.061666667	0.025	0.025	0.02	-999	-999
4590	0.24	0	0.76	1.11	3.5	-999	6.4	-999	0.399	0.352	0.32	0.3	0.27	-999	-999
4591	0.24	0	0.76	1.04	3.4	-999	6.3	-999	0.337777778	0.337777778	0.337777778	0.318571429	0.275	0.235	0.21
4592	0.24	0	0.76	1.21	3.9	-999	6.2	-999	0.341	0.341	0.301666667	0.2725	0.253333333	0.21	-999
4600	0.24	0	0.76	1.04	3.4	-999	6.3	-999	0.3275	0.3275	0.311428571	0.295	0.276	0.24	0.22
4601	0.24	0	0.76	1.04	3.4	-999	6.4	-999	0.341	0.33	0.302857143	0.286666667	0.268	0.223333333	0.2
4602	0.24	0	0.76	1.04	2.6	-999	6.4	-999	0.306	0.292222222	0.2775	0.261428571	0.243333333	0.2	0.176666667
4610	0.24	0	0.76	1.11	3.1	-999	-999	-999	0.357	0.34	0.306666667	0.286	0.2675	0.23	0.21
4611	0.24	0	0.76	1.11	3.1	-999	6.4	-999	0.351428571	0.351428571	0.327272727	0.306666667	0.265	0.2325	0.195
4612	0.24	0	0.76	1.11	3.1	-999	6.4	-999	0.288	0.28	0.258571429	0.246666667	0.22	0.185	0.17
4620	0.24	0	0.76	1.21	3.9	-999	6.2	-999	0.277142857	0.277142857	0.244	0.244	0.225	0.206666667	0.17
4621	0.24	0	0.76	1.21	3.5	-999	6.2	-999	0.334444444	0.308571429	0.293333333	0.276	0.2575	0.215	0.18
4622	0.24	0	0.76	1.21	3.2	-999	6.2	-999	0.314285714	0.296666667	0.278	0.2575	0.2575	0.215	0.19
4650	0.01	0.01	0.98	1.622	0.6	-999	3.1	9.79	0.086842105	0.05	0.036153846	0.029090909	0.023333333	0.0175	-999
4651	0.01	0.01	0.98	1.613	2.1	-999	4	190.08	0.103684211	0.07375	0.062307692	0.059090909	0.057777778	0.055	-999
4660	0.04	0.013333333	0.946666667	1.37	2.31	-999	3.8	625.536	0.122631579	0.094375	0.08	0.073636364	0.067777778	0.055	-999
4661	0.03	0.01	0.96	1.49	0.5	-999	3.9	1140.48	0.081578947	0.054375	0.044615385	0.04	0.036666667	0.03	-999
4670	0.07	0.12	0.81	1.42	0.86	7.3	3.6	88.992	0.264736842	0.235625	0.200769231	0.174545455	0.143333333	0.0925	-999
4671	0.09	0.103333333	0.806666667	1.56	0.17	7.5	3.5	12.269	0.265263158	0.240625	0.211538462	0.19	0.161111111	0.1125	-999
4672	0.18	0.103333333	0.716666667	1.61	0.17	14.5	3.3	2.419	0.301578947	0.286875	0.268461538	0.254545455	0.24	0.205	-999
4673	0.14	0.103333333	0.756666667	1.56	0.17	12.1	3.4	4.329	0.294210526	0.275	0.25	0.229090909	0.203333333	0.15	-999
4680	0.47	0.116666667	0.413333333	1.1	3.8	-999	3.9	3844.8	0.454736842	0.43875	0.419230769	0.403636364	0.386666667	0.3425	-999
4681	0.54	0.116666667	0.343333333	1.08	2.9	-999	3.9	1667.52	0.495263158	0.4825	0.466153846	0.452727273	0.436666667	0.385	-999
4690	0.2	0.295	0.505	1.32	-999	-999	-999	1.063	0.24	0.212142857	0.18	0.168	-999	-999	-999
4700	0.295	0.31	0.395	1.28	-999	-999	-999	0.806	0.274444444	0.26875	-999	-999	-999	-999	-999
4710	0.105	0.2	0.695	1.28	-999	-999	-999	3.52	0.23	0.209444444	0.135	0.12	-999	-999	-999
4720	0.04	0.025	0.935	1.48	-999	-999	-999	8.64	0.104117647	0.062222222	0.036666667	0.036666667	-999	-999	-999
4770	0.24	0.13	0.63	0.459	-999	-999	-999	-999	0.638571429	0.613636364	0.585	0.575	-999	-999	-999
4780	0.26	0.125	0.615	0.492	-999	-999	-999	950	0.611333333	0.554545455	0.516666667	0.5	-999	-999	-999
4790	0.27	0.025	0.705	0.96	-999	-999	-999	35.4	0.331666667	0.298	0.1725	0.15	-999	-999	-999
4791	0.23	0.02	0.75	1.1	-999	-999	-999	-999	0.317692308	0.294545455	0.178	0.14	-999	-999	-999
4800	0.24	0.13	0.63	0.713	-999	-999	-999	-999	0.514375	0.476666667	0.413333333	0.395	-999	-999	-999
4801	0.24	0.13	0.63	0.722	-999	-999	-999	-999	0.406923077	0.395833333	0.34	0.31	-999	-999	-999
